Type	Chromosome	Start	End	-log10(q-value)	G-score	average amplitude	frequency
Del	 3	185200194	187873980	0.126010	0.028758	0.179185	0.078125
Del	 3	187883979	187883979	0.113151	0.027066	0.254475	0.109375
Del	 3	187893977	187903976	0.127896	0.028758	0.254475	0.109375
Del	 3	187913974	187913974	0.113151	0.027066	0.254475	0.109375
Del	 3	187923972	190212706	0.113795	0.028758	0.254475	0.109375
Del	 3	190222695	194238390	-0.000000	0.003383	0.181633	0.093750
Del	 4	1402650	1902680	0.157303	0.033833	0.279319	0.250000
Del	 4	1910681	6203518	-0.000000	0.010150	0.255856	0.265625
Del	 4	6213513	6303472	-0.000000	0.001692	0.253708	0.250000
Del	 4	6313467	6573348	-0.000000	0.003383	0.253708	0.250000
Del	 4	6583343	37864678	-0.000000	0.001692	0.253708	0.250000
Del	 4	37874675	38594422	-0.000000	0.003383	0.285344	0.250000
Del	 4	38604419	41273482	-0.000000	0.001692	0.285344	0.250000
Del	 4	41283479	55594663	0.216605	0.042291	0.285344	0.250000
Del	 4	55604659	66171189	0.443996	0.065974	0.321524	0.265625
Del	 4	66181129	66517853	0.402373	0.062591	0.304540	0.312500
Del	 4	66527761	67191539	0.452453	0.065974	0.304540	0.312500
Del	 4	67840314	75662515	0.143646	0.030450	0.272883	0.296875
Del	 4	78271620	95662216	0.127896	0.028758	0.263584	0.281250
Del	 4	95672201	96471031	0.105519	0.027066	0.288174	0.250000
Del	 4	96481016	98468104	0.127896	0.028758	0.288174	0.250000
Del	 4	98478089	99067226	0.098058	0.025375	0.288174	0.250000
Del	 4	99077211	106049428	0.113795	0.028758	0.288174	0.250000
Del	 4	106059425	109718135	0.027565	0.018608	0.268601	0.296875
Del	 4	109728131	110227955	0.018304	0.016916	0.268601	0.296875
Del	 4	110237951	113726721	0.031934	0.018608	0.268601	0.296875
Del	 4	113736717	113956640	0.016122	0.016916	0.268601	0.296875
Del	 4	113966636	114906305	0.022857	0.018608	0.268601	0.296875
Del	 4	114916301	118940292	0.162849	0.035524	0.268601	0.296875
Del	 4	118950289	119180225	0.015883	0.015225	0.267202	0.296875
Del	 4	119190222	121599555	0.022857	0.016916	0.267202	0.296875
Del	 4	121609552	121849485	0.015622	0.015225	0.267202	0.296875
Del	 4	121859483	123848931	0.021721	0.016916	0.267202	0.296875
Del	 4	123858929	124248820	0.007064	0.015225	0.267202	0.296875
Del	 4	124258818	124558735	0.022857	0.016916	0.267202	0.296875
Del	 4	124568732	124678701	0.013372	0.015225	0.267202	0.296875
Del	 4	124688699	124788671	0.019266	0.016916	0.267202	0.296875
Del	 4	124798668	124858651	0.013372	0.015225	0.267202	0.296875
Del	 4	124868649	129797283	0.021591	0.016916	0.267202	0.296875
Del	 4	129807280	129997227	0.016122	0.015225	0.267202	0.296875
Del	 4	130007225	142547357	0.022720	0.016916	0.267202	0.296875
Del	 4	142557336	145066681	-0.000000	0.001692	0.256244	0.265625
Del	 4	145076638	156666932	0.745757	0.087965	0.256244	0.265625
Del	 4	156676917	173704182	0.633479	0.077815	0.316541	0.343750
Del	 4	173714175	174073916	0.590374	0.076124	0.295693	0.296875
Del	 4	174083908	174173844	0.250303	0.049058	0.295693	0.296875
Del	 4	174183836	174193829	0.269743	0.050749	0.295693	0.296875
Del	 4	174203822	174233800	0.250303	0.049058	0.295693	0.296875
Del	 4	174243793	175552850	0.268697	0.050749	0.295693	0.296875
Del	 4	175562843	175752706	0.247980	0.049058	0.295693	0.296875
Del	 4	175762699	176542138	0.261117	0.050749	0.295693	0.296875
Del	 4	176552130	176741994	0.247980	0.049058	0.295693	0.296875
Del	 4	176751986	176931857	0.241719	0.047366	0.295693	0.296875
Del	 4	176941850	178630633	0.251243	0.050749	0.295693	0.296875
Del	 4	178640626	178920424	0.241719	0.049058	0.295693	0.296875
Del	 4	178930417	183227322	0.254436	0.050749	0.295693	0.296875
Del	 4	183237314	183726962	0.241719	0.045674	0.295693	0.296875
Del	 4	183736954	183806904	0.269743	0.050749	0.295693	0.296875
Del	 4	184234587	188208139	0.456634	0.065974	0.295693	0.296875
Del	 4	188218112	188427535	0.424372	0.064282	0.316951	0.296875
Del	 4	188437508	190262486	0.456634	0.065974	0.316951	0.296875
Del	 5	218502	1295241	0.022857	0.016916	0.400250	0.093750
Del	 5	2979710	43714228	-0.000000	0.001692	0.479854	0.062500
Del	 5	43724218	57775532	0.855067	0.094732	0.361297	0.109375
Del	 5	57785472	57864992	0.589072	0.074432	0.418788	0.203125
Del	 5	57874932	58153252	0.538241	0.072741	0.418788	0.203125
Del	 5	58163192	59008093	0.698704	0.082890	0.418788	0.203125
Del	 5	59018033	68390284	0.793658	0.091349	0.418788	0.203125
Del	 5	68400264	68450164	0.533751	0.071049	0.338814	0.234375
Del	 5	68460145	79931112	0.031699	0.018608	0.338814	0.234375
Del	 5	79941099	80161835	0.795054	0.093040	0.326481	0.203125
Del	 5	80171626	86564538	0.855067	0.094732	0.326481	0.203125
Del	 5	86564869	88365778	0.811722	0.093040	0.366354	0.250000
Del	 5	96383752	96383752	0.787806	0.089657	0.374878	0.203125
Del	 5	97303834	98093832	0.429484	0.064282	0.327634	0.187500
Del	 5	98103832	106693808	0.022857	0.016916	0.327634	0.187500
Del	 5	106703808	107183807	0.012402	0.015225	0.327634	0.187500
Del	 5	107193807	107723805	0.004078	0.013533	0.327634	0.187500
Del	 5	107733805	108523803	0.006032	0.015225	0.327634	0.187500
Del	 5	108533803	109743800	0.019888	0.016916	0.327634	0.187500
Del	 5	109753800	109833800	0.012402	0.015225	0.327634	0.187500
Del	 5	109843800	109853799	0.022857	0.016916	0.327634	0.187500
Del	 5	109863799	110063799	0.012402	0.015225	0.327634	0.187500
Del	 5	110073799	110543798	0.022720	0.016916	0.327634	0.187500
Del	 5	110553798	110823797	0.014370	0.015225	0.327634	0.187500
Del	 5	110833797	110853797	0.022857	0.016916	0.327634	0.187500
Del	 5	110863797	111053796	0.015622	0.015225	0.327634	0.187500
Del	 5	111063796	111103796	0.022720	0.016916	0.327634	0.187500
Del	 5	111113796	111313795	0.015175	0.015225	0.327634	0.187500
Del	 5	111323795	111503795	0.022857	0.016916	0.327634	0.187500
Del	 5	111513795	111743794	0.014370	0.015225	0.327634	0.187500
Del	 5	111753794	112203793	0.022857	0.016916	0.327634	0.187500
Del	 5	112213793	116735117	0.268697	0.050749	0.327634	0.187500
Del	 5	116745114	116925042	0.146987	0.032141	0.337754	0.187500
Del	 5	116935038	118394461	0.147326	0.033833	0.337754	0.187500
Del	 5	118404457	118594382	0.146681	0.032141	0.337754	0.187500
Del	 5	118604378	119783912	0.147326	0.033833	0.337754	0.187500
Del	 5	119793908	120023817	0.143646	0.032141	0.337754	0.187500
Del	 5	120033813	122172967	0.157303	0.033833	0.337754	0.187500
Del	 5	122182963	122342899	0.146987	0.032141	0.337754	0.187500
Del	 5	122352895	126191377	0.156797	0.033833	0.337754	0.187500
Del	 5	126201373	126361310	0.147326	0.032141	0.337754	0.187500
Del	 5	126371306	126611211	0.155245	0.033833	0.337754	0.187500
Del	 5	126621207	126801136	0.146987	0.032141	0.337754	0.187500
Del	 5	126811132	127575825	0.157303	0.033833	0.337754	0.187500
Del	 5	127585818	127875634	0.143646	0.032141	0.337754	0.187500
Del	 5	127885628	128785056	0.151358	0.033833	0.337754	0.187500
Del	 5	128795050	129524586	0.143646	0.032141	0.337754	0.187500
Del	 5	129534580	130743811	0.157303	0.033833	0.337754	0.187500
Del	 5	130753805	130963672	0.143646	0.032141	0.337754	0.187500
Del	 5	130973665	133928339	0.147326	0.033833	0.337754	0.187500
Del	 5	133938320	149413737	-0.000000	0.001692	0.314206	0.171875
Del	 5	149423723	150259720	0.231185	0.045674	0.325151	0.140625
Del	 5	150269693	161582861	-0.000000	0.001692	0.328489	0.140625
Del	 5	161592859	172553835	-0.000000	0.010150	0.345363	0.125000
Del	 5	172563801	176562568	0.156797	0.033833	0.338261	0.140625
Del	 5	176572150	176729046	0.146681	0.032141	0.383935	0.140625
Del	 5	176739034	177667965	0.086170	0.023683	0.361274	0.156250
Del	 5	177677953	178017562	0.064058	0.021991	0.361274	0.156250
Del	 5	178027551	178526976	0.085186	0.023683	0.361274	0.156250
Del	 5	178536964	178566930	0.073335	0.021991	0.361274	0.156250
Del	 5	178576918	180076517	0.073335	0.023683	0.361274	0.156250
Del	 6	393261	17597596	-0.000000	0.003383	0.158545	0.343750
Del	 6	17607594	20214432	0.022720	0.016916	0.158545	0.343750
Del	 6	20224339	25260623	0.212313	0.042291	0.165365	0.359375
Del	 6	25270510	25596791	0.176286	0.040599	0.186453	0.343750
Del	 6	25606678	26029951	0.852463	0.094732	0.186453	0.343750
Del	 6	26038978	26206711	0.793658	0.091349	0.227288	0.421875
Del	 6	26216150	26260611	1.134187	0.113340	0.227288	0.421875
Del	 6	26270594	27778057	0.934269	0.101498	0.237918	0.421875
Del	 6	27839888	29230683	1.099257	0.111648	0.225260	0.421875
Del	 6	29910367	31053257	0.826370	0.093040	0.234985	0.390625
Del	 6	31358943	31358943	0.538241	0.071049	0.222514	0.343750
Del	 6	31939884	32144953	0.316033	0.055824	0.222514	0.343750
Del	 6	32154865	32887018	0.765083	0.089657	0.222514	0.343750
Del	 6	32896863	33280820	0.371347	0.059207	0.217644	0.359375
Del	 6	33290665	37772637	0.479037	0.067666	0.217644	0.359375
Del	 6	37782611	38570496	0.425288	0.064282	0.223747	0.390625
Del	 6	38580469	38610389	0.409261	0.062591	0.223747	0.390625
Del	 6	38620362	38680202	0.474839	0.067666	0.223747	0.390625
Del	 6	38690175	38859720	0.429484	0.064282	0.223747	0.390625
Del	 6	38869693	38929532	0.470876	0.067666	0.223747	0.390625
Del	 6	38939506	38999345	0.429484	0.064282	0.223747	0.390625
Del	 6	39009318	40588295	0.472855	0.067666	0.223747	0.390625
Del	 6	41311892	41450394	0.241719	0.045674	0.188046	0.375000
Del	 6	41460287	41908714	0.031934	0.018608	0.188046	0.375000
Del	 6	41909289	45854822	0.150690	0.033833	0.189443	0.343750
Del	 6	45864780	46302951	0.083719	0.023683	0.223124	0.312500
Del	 6	46312909	46462286	0.070789	0.021991	0.223124	0.312500
Del	 6	46472244	46900457	0.078333	0.023683	0.223124	0.312500
Del	 6	46910415	64286838	0.175189	0.038908	0.223124	0.312500
Del	 6	64290021	65096797	0.561402	0.072741	0.273456	0.359375
Del	 6	68164958	72578532	1.531764	0.138715	0.332413	0.437500
Del	 6	72588508	72907744	1.384106	0.131948	0.363608	0.468750
Del	 6	72917720	73057385	1.478754	0.137023	0.363608	0.468750
Del	 6	73067362	73316764	1.516239	0.138715	0.363608	0.468750
Del	 6	73326740	73665928	1.368783	0.130256	0.363608	0.468750
Del	 6	73675904	73685880	1.531764	0.138715	0.363608	0.468750
Del	 6	73695856	73915331	1.368783	0.130256	0.363608	0.468750
Del	 6	73925307	74394184	1.531764	0.138715	0.363608	0.468750
Del	 6	74404160	75920529	1.482537	0.137023	0.363608	0.468750
Del	 6	75930505	76010314	1.527741	0.138715	0.363608	0.468750
Del	 6	76020290	76429310	1.478754	0.137023	0.363608	0.468750
Del	 6	76439286	76588928	1.886831	0.157323	0.363608	0.468750
Del	 6	76598904	89787161	2.136201	0.167472	0.363608	0.468750
Del	 6	89797136	90126296	0.765083	0.087965	0.348606	0.468750
Del	 6	90136271	90255966	0.745079	0.086274	0.348606	0.468750
Del	 6	90265940	90355711	0.751469	0.087965	0.348606	0.468750
Del	 6	90365686	90525279	0.745079	0.086274	0.348606	0.468750
Del	 6	90535253	90625024	0.758580	0.087965	0.348606	0.468750
Del	 6	90634999	91004058	0.719848	0.084582	0.348606	0.468750
Del	 6	91014032	92240904	0.765083	0.087965	0.348606	0.468750
Del	 6	92250878	94132957	0.991975	0.106573	0.348606	0.468750
Del	 6	94142944	96449815	1.013378	0.108265	0.372246	0.453125
Del	 6	96459802	96669517	0.985662	0.106573	0.372246	0.453125
Del	 6	96679504	97358583	1.026891	0.108265	0.372246	0.453125
Del	 6	97368569	97738068	0.979378	0.106573	0.372246	0.453125
Del	 6	97748054	97867892	0.962022	0.104882	0.372246	0.453125
Del	 6	97877878	100308718	1.037183	0.108265	0.372246	0.453125
Del	 6	100315027	100315027	0.657114	0.079507	0.354264	0.437500
Del	 6	106051738	106553254	2.141443	0.169164	0.354264	0.437500
Del	 6	106555074	109338897	3.048688	0.216530	0.412378	0.421875
Del	 6	109348427	109405607	2.990902	0.214838	0.439749	0.406250
Del	 6	109415137	111983046	3.077081	0.216530	0.439749	0.406250
Del	 6	111989407	116470561	3.030625	0.214838	0.426291	0.406250
Del	 6	117609810	117609810	1.376694	0.130256	0.382975	0.390625
Del	 6	117619800	117789636	0.317726	0.057516	0.382975	0.390625
Del	 6	117799627	118209231	0.256028	0.050749	0.382975	0.390625
Del	 6	118219222	118648807	0.241719	0.047366	0.382975	0.390625
Del	 6	118658797	118808652	0.246574	0.049058	0.382975	0.390625
Del	 6	118818643	118828633	0.269743	0.050749	0.382975	0.390625
Del	 6	118838623	118858604	0.250303	0.049058	0.382975	0.390625
Del	 6	118868595	118888575	0.268697	0.050749	0.382975	0.390625
Del	 6	118898566	119038431	0.250303	0.049058	0.382975	0.390625
Del	 6	119048421	119098373	0.269743	0.050749	0.382975	0.390625
Del	 6	119108363	121390590	0.502960	0.069357	0.382975	0.390625
Del	 6	121400544	121659335	0.458154	0.067666	0.390241	0.406250
Del	 6	121669289	122329267	0.498552	0.069357	0.390241	0.406250
Del	 6	122329970	125258137	0.196801	0.040599	0.367204	0.375000
Del	 6	134758313	138192512	0.241719	0.045674	0.364962	0.359375
Del	 6	138202314	148266753	0.561402	0.072741	0.351668	0.359375
Del	 6	149983120	150013097	0.316033	0.055824	0.354701	0.359375
Del	 6	150023089	153023184	0.813591	0.093040	0.354701	0.359375
Del	 6	153033171	154441296	0.557026	0.072741	0.348164	0.359375
Del	 6	154451282	154680976	0.522094	0.071049	0.348164	0.359375
Del	 6	154690963	155400019	0.539098	0.072741	0.348164	0.359375
Del	 6	155410006	155519859	0.532831	0.071049	0.348164	0.359375
Del	 6	155529846	155639700	0.554891	0.072741	0.348164	0.359375
Del	 6	155649686	157109773	0.787806	0.089657	0.348164	0.359375
Del	 6	157119711	157537105	0.735877	0.084582	0.355204	0.375000
Del	 6	157547043	157785554	0.780361	0.089657	0.355204	0.375000
Del	 6	157795492	157934623	0.745079	0.086274	0.355204	0.375000
Del	 6	157944561	157954499	0.787806	0.089657	0.355204	0.375000
Del	 6	157964437	158103568	0.745079	0.086274	0.355204	0.375000
Del	 6	158113506	158371893	0.765083	0.087965	0.355204	0.375000
Del	 6	158381831	161771187	1.944589	0.159014	0.355204	0.375000
Del	 6	161781126	162854485	1.605336	0.142098	0.374016	0.421875
Del	 6	162864424	163736820	1.872176	0.155631	0.374016	0.421875
Del	 6	163746810	163836722	1.605336	0.142098	0.356470	0.421875
Del	 6	163846712	164006556	1.540560	0.140406	0.356470	0.421875
Del	 6	164016546	165724873	1.598691	0.142098	0.356470	0.421875
Del	 6	165734863	166084521	1.482656	0.137023	0.356470	0.421875
Del	 6	166094511	168230146	1.585997	0.142098	0.356470	0.421875
Del	 6	168240141	168360083	1.552296	0.140406	0.356470	0.421875
Del	 6	168370078	168829853	1.607213	0.142098	0.356470	0.421875
Del	 6	168839848	169069736	1.524830	0.138715	0.356470	0.421875
Del	 6	169079731	169839360	1.594278	0.142098	0.356470	0.421875
Del	 6	169849355	170089238	1.514510	0.138715	0.356470	0.421875
Del	 6	170099233	170608984	1.607213	0.142098	0.356470	0.421875
Del	 6	170618979	170628974	1.568960	0.140406	0.356470	0.421875
Del	 6	170638969	170648964	1.607213	0.142098	0.356470	0.421875
Del	 6	170658959	170718930	1.568960	0.140406	0.356470	0.421875
Del	 6	170728925	170798891	1.607213	0.142098	0.356470	0.421875
Del	 7	1672540	1791094	0.157303	0.033833	0.265780	0.187500
Del	 7	1800973	2156635	0.609768	0.076124	0.265780	0.187500
Del	 7	2166514	3372249	0.657114	0.079507	0.265780	0.187500
Del	 7	3382223	4708767	0.458154	0.065974	0.317946	0.171875
Del	 7	4718741	6414384	0.162849	0.037216	0.317946	0.171875
Del	 7	6423593	24164624	-0.000000	0.001692	0.291139	0.125000
Del	 7	32894503	45127282	0.073335	0.021991	0.263336	0.093750
Del	 7	46780614	46780614	3.290319	0.231755	0.330602	0.109375
Del	 7	47802508	50739455	3.746329	0.253746	0.340020	0.140625
Del	 7	52528988	52528988	3.290319	0.231755	0.314611	0.125000
Del	 7	53722880	56749207	0.206505	0.042291	0.295936	0.109375
Del	 7	64721546	69051652	0.157303	0.033833	0.270553	0.078125
Del	 7	69061641	69760805	0.012793	0.015225	0.285144	0.078125
Del	 7	69770793	70260208	-0.000000	0.013533	0.285144	0.078125
Del	 7	70270196	70849503	0.022857	0.018608	0.285144	0.078125
Del	 7	70859491	70859491	0.248947	0.049058	0.285144	0.078125
Del	 7	71297516	79062636	0.269743	0.052441	0.284666	0.093750
Del	 7	79072633	80352246	0.387050	0.060899	0.357195	0.125000
Del	 7	80362243	80552186	0.365911	0.059207	0.357195	0.125000
Del	 7	80562183	83572114	0.373039	0.060899	0.357195	0.125000
Del	 7	83582094	84759777	0.354699	0.059207	0.358631	0.156250
Del	 7	84769757	86604605	0.391039	0.060899	0.358631	0.156250
Del	 7	86614595	86764441	0.372585	0.059207	0.342420	0.140625
Del	 7	86774430	87114080	0.226532	0.043983	0.342420	0.140625
Del	 7	87124070	87453730	0.212668	0.042291	0.342420	0.140625
Del	 7	87463720	87543638	0.227813	0.043983	0.342420	0.140625
Del	 7	87553627	87823349	0.207200	0.042291	0.342420	0.140625
Del	 7	87833339	88372783	0.231061	0.043983	0.342420	0.140625
Del	 7	88382773	88412742	0.176286	0.038908	0.342420	0.140625
Del	 7	88422732	88432722	0.231185	0.043983	0.342420	0.140625
Del	 7	88442711	88972166	0.176286	0.038908	0.342420	0.140625
Del	 7	88982155	90320776	0.231061	0.043983	0.342420	0.140625
Del	 7	90330766	90840241	0.178111	0.040599	0.342420	0.140625
Del	 7	90850231	92244527	0.231185	0.043983	0.342420	0.140625
Del	 7	92254436	97346794	0.209980	0.042291	0.318817	0.125000
Del	 7	97356782	97626466	0.112910	0.027066	0.318817	0.125000
Del	 7	97636455	97816244	0.157303	0.035524	0.318817	0.125000
Del	 7	97826232	103754951	0.241719	0.045674	0.318817	0.125000
Del	 7	103764934	103954597	0.169270	0.038908	0.317716	0.156250
Del	 7	103964579	104423763	0.157303	0.035524	0.317716	0.156250
Del	 7	104433745	104453709	0.175763	0.038908	0.317716	0.156250
Del	 7	104463692	104523585	0.157303	0.035524	0.317716	0.156250
Del	 7	104533568	104912893	0.174776	0.038908	0.317716	0.156250
Del	 7	104922876	105032680	0.162849	0.037216	0.317716	0.156250
Del	 7	105042663	105322166	0.170564	0.038908	0.317716	0.156250
Del	 7	105332148	105382060	0.162849	0.037216	0.317716	0.156250
Del	 7	105392042	107730749	0.166365	0.038908	0.317716	0.156250
Del	 7	107740747	107780741	0.082829	0.023683	0.308388	0.125000
Del	 7	107790739	107880725	0.011667	0.015225	0.308388	0.125000
Del	 7	107890723	108100689	0.002575	0.013533	0.308388	0.125000
Del	 7	108110688	110290337	0.013916	0.015225	0.308388	0.125000
Del	 7	110300335	110720267	-0.000000	0.010150	0.308388	0.125000
Del	 7	110730266	110770259	0.014843	0.015225	0.308388	0.125000
Del	 7	110780258	111210188	-0.000000	0.010150	0.308388	0.125000
Del	 7	111220187	111810092	-0.000000	0.013533	0.308388	0.125000
Del	 7	111820090	116489566	0.016122	0.015225	0.308388	0.125000
Del	 7	116499554	123681255	-0.000000	0.001692	0.289502	0.109375
Del	 7	123691243	140434484	0.227813	0.043983	0.289502	0.109375
Del	 7	140444247	140626652	0.216684	0.042291	0.336003	0.125000
Del	 7	140636642	140756524	0.231061	0.043983	0.336003	0.125000
Del	 7	140766514	141186101	0.190270	0.040599	0.336003	0.125000
Del	 7	141196091	144133196	0.219310	0.043983	0.336003	0.125000
Del	 7	144143186	144542792	0.192981	0.040599	0.336003	0.125000
Del	 7	144552782	151331275	0.672813	0.081199	0.336003	0.125000
Del	 7	151341218	151420766	0.647650	0.079507	0.345512	0.171875
Del	 7	151430709	151833963	0.684897	0.081199	0.345512	0.171875
Del	 7	151843670	152118756	0.637044	0.077815	0.345512	0.171875
Del	 7	152128540	153622382	0.683892	0.081199	0.345512	0.171875
Del	 7	153632379	153992273	0.510647	0.071049	0.345512	0.171875
Del	 7	154002271	154692068	0.572927	0.074432	0.345512	0.171875
Del	 7	154702065	155421854	0.681999	0.081199	0.345512	0.171875
Del	 7	155431851	155581807	0.657080	0.079507	0.345512	0.171875
Del	 7	155591804	156471546	0.683892	0.081199	0.345512	0.171875
Del	 7	156481543	156691481	0.644061	0.079507	0.345512	0.171875
Del	 7	156701478	156921414	0.681999	0.081199	0.345512	0.171875
Del	 7	156931411	157071370	0.657114	0.079507	0.345512	0.171875
Del	 7	157081367	157321297	0.675076	0.081199	0.345512	0.171875
Del	 7	157331294	157351288	0.516160	0.071049	0.345512	0.171875
Del	 7	157361285	157371282	0.684897	0.081199	0.345512	0.171875
Del	 7	157381279	157631206	0.516160	0.071049	0.345512	0.171875
Del	 7	157641203	157661197	0.683892	0.081199	0.345512	0.171875
Del	 7	157671194	158311006	0.516160	0.071049	0.345512	0.171875
Del	 7	158321003	158331000	0.684897	0.081199	0.345512	0.171875
Del	 7	158340997	158380986	0.516160	0.071049	0.345512	0.171875
Del	 7	158390983	158450965	0.681999	0.081199	0.345512	0.171875
Del	 8	565232	1431782	2.505719	0.187772	0.476697	0.515625
Del	 8	1441743	1660870	2.387685	0.184389	0.476697	0.515625
Del	 8	1670831	1770434	2.494123	0.187772	0.476697	0.515625
Del	 8	1780395	1909879	2.432050	0.186080	0.476697	0.515625
Del	 8	1919840	1979602	2.488351	0.187772	0.476697	0.515625
Del	 8	1989562	2378016	2.446637	0.186080	0.476697	0.515625
Del	 8	2387976	4860671	1.982176	0.162398	0.476697	0.515625
Del	 8	4870636	6710357	2.505719	0.187772	0.468756	0.531250
Del	 8	10470915	10520738	1.156685	0.115032	0.427620	0.484375
Del	 8	10530702	10739957	0.429484	0.064282	0.427620	0.484375
Del	 8	10749922	10879461	0.385055	0.060899	0.427620	0.484375
Del	 8	10889425	10899390	0.429484	0.064282	0.427620	0.484375
Del	 8	10909354	11068787	0.385055	0.060899	0.427620	0.484375
Del	 8	11078751	12416426	0.422327	0.064282	0.427620	0.484375
Del	 8	12426417	12426417	0.410693	0.062591	0.427754	0.500000
Del	 8	12436407	16834049	0.429484	0.064282	0.427754	0.500000
Del	 8	16844045	23431500	-0.000000	0.001692	0.412434	0.515625
Del	 8	23441496	30349914	0.100264	0.025375	0.412434	0.515625
Del	 8	31397748	31397748	0.250303	0.049058	0.369155	0.437500
Del	 8	36092421	38736089	0.269743	0.052441	0.357805	0.421875
Del	 8	38858431	54119919	0.166365	0.037216	0.321627	0.203125
Del	 8	54129856	55372087	-0.000000	0.008458	0.299910	0.093750
Del	 8	55375061	65193137	0.099804	0.025375	0.299910	0.093750
Del	 8	66183866	66183866	0.022857	0.016916	0.241752	0.062500
Del	 8	66631972	109735830	-0.000000	0.001692	0.241752	0.062500
Del	 8	111298543	121126172	0.086170	0.023683	0.142886	0.031250
Del	 8	121136118	121384767	0.073038	0.021991	0.334471	0.046875
Del	 8	121394713	128755161	0.082829	0.023683	0.334471	0.046875
Del	 8	131098162	131907776	0.187841	0.040599	0.277923	0.062500
Del	 8	132408509	141840881	0.273372	0.052441	0.325392	0.078125
Del	 8	141850808	142019563	0.146681	0.032141	0.277319	0.078125
Del	 8	142029490	145743127	0.157303	0.033833	0.277319	0.078125
Del	 9	421980	3243642	-0.000000	0.001692	0.373482	0.375000
Del	 9	3253613	6701902	0.127578	0.028758	0.373482	0.375000
Del	 9	6711896	7181628	0.109449	0.027066	0.408031	0.406250
Del	 9	7191623	8300990	0.127896	0.028758	0.408031	0.406250
Del	 9	8310984	8740740	0.103727	0.027066	0.408031	0.406250
Del	 9	8750734	10619668	0.022720	0.016916	0.408031	0.406250
Del	 9	10629663	13910879	0.745079	0.084582	0.408031	0.406250
Del	 9	13920861	14070592	0.313845	0.055824	0.418205	0.406250
Del	 9	14080574	14400001	0.280278	0.054133	0.418205	0.406250
Del	 9	14409983	14789303	0.304325	0.055824	0.418205	0.406250
Del	 9	14799285	14919070	0.288601	0.054133	0.418205	0.406250
Del	 9	14929052	15537960	0.312165	0.055824	0.418205	0.406250
Del	 9	15547942	15977172	0.269743	0.052441	0.418205	0.406250
Del	 9	15987154	19492802	0.316033	0.055824	0.418205	0.406250
Del	 9	19502755	20398528	0.274747	0.054133	0.418205	0.406250
Del	 9	20408481	20418434	0.316033	0.055824	0.418205	0.406250
Del	 9	20428387	20488105	0.274747	0.054133	0.418205	0.406250
Del	 9	20498058	20508011	0.316033	0.055824	0.418205	0.406250
Del	 9	20517964	20627447	0.274747	0.054133	0.418205	0.406250
Del	 9	20637401	20776743	1.610407	0.143789	0.418205	0.406250
Del	 9	20781979	27109615	1.631806	0.145481	0.426892	0.421875
Del	 9	27157985	27936991	1.622977	0.143789	0.381499	0.375000
Del	 9	27946984	35118248	-0.000000	0.003383	0.352242	0.359375
Del	 9	35128237	35198156	1.248465	0.121798	0.327929	0.359375
Del	 9	35208145	75047061	2.072803	0.165781	0.327929	0.359375
Del	 9	75156057	77092387	0.240604	0.045674	0.248320	0.250000
Del	 9	77102370	78489908	-0.000000	0.013533	0.248320	0.250000
Del	 9	78499891	78979041	-0.000000	0.011841	0.248320	0.250000
Del	 9	78989023	79208634	0.006032	0.013533	0.248320	0.250000
Del	 9	79218616	79368350	-0.000000	0.011841	0.248320	0.250000
Del	 9	79378333	79408280	0.005706	0.013533	0.248320	0.250000
Del	 9	79418262	79528067	-0.000000	0.011841	0.248320	0.250000
Del	 9	79538049	80316668	0.006032	0.013533	0.248320	0.250000
Del	 9	80326651	80636102	-0.000000	0.011841	0.248320	0.250000
Del	 9	80646084	84307023	0.006032	0.013533	0.248320	0.250000
Del	 9	84316984	92763408	0.162849	0.037216	0.248320	0.250000
Del	 9	92773346	93647908	0.110871	0.027066	0.263497	0.296875
Del	 9	93657846	102136177	0.166365	0.038908	0.263497	0.296875
Del	 9	107040713	107040713	0.073335	0.021991	0.260026	0.250000
Del	 9	110247061	110247061	-0.000000	0.011841	0.252278	0.250000
Del	 9	110248120	128434724	-0.000000	0.001692	0.252278	0.250000
Del	 9	129469539	138663796	0.330817	0.057516	0.248274	0.187500
Del	 9	138673556	139820244	0.229069	0.043983	0.278439	0.250000
Del	10	1510047	6886912	-0.000000	0.001692	0.235480	0.062500
Del	10	6896911	7586856	-0.000000	0.003383	0.235480	0.062500
Del	10	7596855	18342029	-0.000000	0.001692	0.235480	0.062500
Del	10	18352024	18461966	0.021591	0.016916	0.229057	0.078125
Del	10	18471961	29726437	0.156797	0.033833	0.229057	0.078125
Del	10	29736411	29816202	0.146681	0.032141	0.284417	0.109375
Del	10	29826176	29836150	0.157303	0.033833	0.284417	0.109375
Del	10	29846124	29876046	0.146681	0.032141	0.284417	0.109375
Del	10	29886020	29895994	0.157303	0.033833	0.284417	0.109375
Del	10	29905968	29955837	0.146681	0.032141	0.284417	0.109375
Del	10	29965811	34717596	0.157303	0.033833	0.284417	0.109375
Del	10	34727579	35106948	0.138620	0.030450	0.269057	0.125000
Del	10	35116931	35516266	0.152370	0.033833	0.269057	0.125000
Del	10	35526250	35606117	0.143646	0.030450	0.269057	0.125000
Del	10	35616100	35865685	0.143646	0.032141	0.269057	0.125000
Del	10	35875668	49871603	0.156797	0.033833	0.269057	0.125000
Del	10	49881252	49968097	0.220616	0.043983	0.302781	0.125000
